video_id,title,upload_date,url,duration,view_count,original_caption_status,canonical_status,candidate_transcript_count,canonical_source_file,transcript_char_count,transcript_word_count,selection_reason,processed_at
g_P0ihKZz2g,#trading #trader #daytrading #stocktrading,20260215,https://www.youtube.com/watch?v=g_P0ihKZz2g,16,1432,AVAILABLE,canonical_selected,2,processed\transcripts_txt\g_P0ihKZz2g.en.txt,304,46,Selected longest manual English transcript.,2026-05-21T15:57:14.037831
HGbS96RaNxU,You don’t need drones to collect alternative data #tradingtips #trading #hedgefund #tradingstrategy,20260216,https://www.youtube.com/watch?v=HGbS96RaNxU,10,2335,AVAILABLE,canonical_selected,2,processed\transcripts_txt\HGbS96RaNxU.en.txt,180,31,Selected longest manual English transcript.,2026-05-21T15:57:14.037922
Hivlpc7kW64,She lied #trading #trader #daytrading #money #finance,20260107,https://www.youtube.com/watch?v=Hivlpc7kW64,9,980,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038006
hKGjm1zlmIA,It’s the thought that counts 🎄🎅🏼#christmas #presents #trading #money,20251221,https://www.youtube.com/watch?v=hKGjm1zlmIA,6,691,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038010
hM62syeUOnk,"Set goals, and break your own expectations.#trading #trader #motivation #tradinglifestyle #finance",20260101,https://www.youtube.com/watch?v=hM62syeUOnk,8,80,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038011
i9Ph3urJ1_o,I’m sure AI can code your trading strategy #trading #trader #finance #daytrading #investing,20260511,https://www.youtube.com/watch?v=i9Ph3urJ1_o,18,705,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038013
IbYxgtopuy8,For Christmas 😅 The truth: you don’t need a fancy set up to trade like an institutional #trader,20251223,https://www.youtube.com/watch?v=IbYxgtopuy8,8,1103,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038014
IClE1VGtLbY,#Finance degree in Europe gives you a strong theoretical foundation but zero practice #trading,20260118,https://www.youtube.com/watch?v=IClE1VGtLbY,21,731,AVAILABLE,canonical_selected,2,processed\transcripts_txt\IClE1VGtLbY.en.txt,414,74,Selected longest manual English transcript.,2026-05-21T15:57:14.038015
IJQSUVaQZRw,know which one are the three most important statistics when backtesting your #tradingstrategy,20260112,https://www.youtube.com/watch?v=IJQSUVaQZRw,63,396,AVAILABLE,canonical_selected,2,processed\transcripts_txt\IJQSUVaQZRw.en.txt,1097,198,Selected longest manual English transcript.,2026-05-21T15:57:14.038107
iM2sSg6_1S4,As long as you use them to learn and not to get rich prop firms can be useful. #trader #propfirms,20251228,https://www.youtube.com/watch?v=iM2sSg6_1S4,37,1248,AVAILABLE,canonical_selected,2,processed\transcripts_txt\iM2sSg6_1S4.en.txt,616,113,Selected longest manual English transcript.,2026-05-21T15:57:14.038213
io7kt-88C34,TJR exposed #trading #trader #tjr #tradingstrategy #ict,20260412,https://www.youtube.com/watch?v=io7kt-88C34,56,962,AVAILABLE,canonical_selected,2,processed\transcripts_txt\io7kt-88C34.en.txt,994,167,Selected longest manual English transcript.,2026-05-21T15:57:14.038306
IsIVdPPfRsM,Only YOU can do the work YOU need to reach the results YOU want. #trading #daytrading #motivation,20251214,https://www.youtube.com/watch?v=IsIVdPPfRsM,19,718,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038399
JBuBK4lqBE4,"Starting is important, staying consistent for the full year is everything #trading #trader",20251231,https://www.youtube.com/watch?v=JBuBK4lqBE4,23,181,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JBuBK4lqBE4.en.txt,373,73,Selected longest manual English transcript.,2026-05-21T15:57:14.038401
JC1yAmRV0O4,Either you evolve or pay for it #trading #business #ai #trader,20260515,https://www.youtube.com/watch?v=JC1yAmRV0O4,17,1930,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JC1yAmRV0O4.en.txt,298,56,Selected longest manual English transcript.,2026-05-21T15:57:14.038499
JDizrhsqlck,Ready for what’s next. #trading #finance #trader #money #motivation,20251231,https://www.youtube.com/watch?v=JDizrhsqlck,11,337,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.038590
JfCj1wwjuic,#trading #trader #stocktrading #stocks,20260207,https://www.youtube.com/watch?v=JfCj1wwjuic,28,1252,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JfCj1wwjuic.en.txt,586,99,Selected longest manual English transcript.,2026-05-21T15:57:14.038592
jMahR2m41G8,Leverage AI to your trading strategy research process #trading #trader #daytrading #tradingstrategy,20260517,https://www.youtube.com/watch?v=jMahR2m41G8,40,684,AVAILABLE,canonical_selected,2,processed\transcripts_txt\jMahR2m41G8.en.txt,441,75,Selected longest manual English transcript.,2026-05-21T15:57:14.038683
JMphTG4anHA,What is your favorite VPS provider? #trading #tech #vps #cloudcomputing,20251214,https://www.youtube.com/watch?v=JMphTG4anHA,15,342,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JMphTG4anHA.en.txt,265,46,Selected longest manual English transcript.,2026-05-21T15:57:14.038780
jN-b-NT3mWE,Strategies based on insider activity has been for years very effective #trading #investing #trader,20260509,https://www.youtube.com/watch?v=jN-b-NT3mWE,24,1816,AVAILABLE,canonical_selected,2,processed\transcripts_txt\jN-b-NT3mWE.en.txt,377,63,Selected longest manual English transcript.,2026-05-21T15:57:14.038892
JrDxvFH9yQE,The key is marginal improvements. #trading #motivation  #selfimprovement #personalgrowth,20260105,https://www.youtube.com/watch?v=JrDxvFH9yQE,26,1368,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JrDxvFH9yQE.en.txt,480,87,Selected longest manual English transcript.,2026-05-21T15:57:14.038982
JrQXx7Wngrc,Manually trading on charts is a trap #trader #trading #daytrading #stockmarket #orderflow,20260228,https://www.youtube.com/watch?v=JrQXx7Wngrc,18,2218,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JrQXx7Wngrc.en.txt,290,52,Selected longest manual English transcript.,2026-05-21T15:57:14.039080
JUNtUqH-HBE,Today we need to define an exit condition.#trading #trader #tradingstrategy #algotrader #daytrading,20260105,https://www.youtube.com/watch?v=JUNtUqH-HBE,37,716,AVAILABLE,canonical_selected,2,processed\transcripts_txt\JUNtUqH-HBE.en.txt,653,124,Selected longest manual English transcript.,2026-05-21T15:57:14.039171
kA1yM1QCCDA,Being aware and not being a victim of the Market is what makes the difference .#trading #trader,20260508,https://www.youtube.com/watch?v=kA1yM1QCCDA,32,935,AVAILABLE,canonical_selected,2,processed\transcripts_txt\kA1yM1QCCDA.en.txt,548,93,Selected longest manual English transcript.,2026-05-21T15:57:14.039284
kBTZcjXzmtw,The most bullish fund on earth #trading #trader #hedgefund #ai #stockmarket,20260520,https://www.youtube.com/watch?v=kBTZcjXzmtw,38,580,AVAILABLE,canonical_selected,2,processed\transcripts_txt\kBTZcjXzmtw.en.txt,519,87,Selected longest manual English transcript.,2026-05-21T15:57:14.039378
kD2HGkpdW2w,Get access to data few have #trading #trader #daytrading #tradingstrategy #stockmarket,20251223,https://www.youtube.com/watch?v=kD2HGkpdW2w,20,302,AVAILABLE,canonical_selected,2,processed\transcripts_txt\kD2HGkpdW2w.en.txt,340,61,Selected longest manual English transcript.,2026-05-21T15:57:14.039471
kh0tIGxkF6Y,How to avoid overfitting (aka fooling yourself) when developing a #trading strategy #trader,20251230,https://www.youtube.com/watch?v=kh0tIGxkF6Y,21,103,AVAILABLE,canonical_selected,2,processed\transcripts_txt\kh0tIGxkF6Y.en.txt,391,73,Selected longest manual English transcript.,2026-05-21T15:57:14.039564
kHdABR7ktmw,#trading #trader #daytrading #finance #tradingstrategy,20260503,https://www.youtube.com/watch?v=kHdABR7ktmw,23,1732,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.039654
kmOZSRTrpLM,Be delusional and believe in yourself.  #trader #motivation #motivationalquotes #tradingmotivation,20260430,https://www.youtube.com/watch?v=kmOZSRTrpLM,18,1454,AVAILABLE,canonical_selected,2,processed\transcripts_txt\kmOZSRTrpLM.en.txt,183,31,Selected longest manual English transcript.,2026-05-21T15:57:14.039656
KWroqpJ-zvA,"Entry and exit conditions added, now remember to include a takeprofit and stoploss #trading #trader",20260106,https://www.youtube.com/watch?v=KWroqpJ-zvA,34,1352,AVAILABLE,canonical_selected,2,processed\transcripts_txt\KWroqpJ-zvA.en.txt,603,105,Selected longest manual English transcript.,2026-05-21T15:57:14.039740
LHvIwnp9ZCs,You are the victim of decades of lies #trading #trader #daytrading #finance,20260507,https://www.youtube.com/watch?v=LHvIwnp9ZCs,21,1873,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.039855
loUKVL_v2Ug,There is a big difference that you need to know between easy and simple#trading #trader #daytrading,20260508,https://www.youtube.com/watch?v=loUKVL_v2Ug,8,1263,AVAILABLE,canonical_selected,2,processed\transcripts_txt\loUKVL_v2Ug.en.txt,149,29,Selected longest manual English transcript.,2026-05-21T15:57:14.039857
lTdlQVta4As,#trading #trader #daytrading #tradingstrategy #finance,20260502,https://www.youtube.com/watch?v=lTdlQVta4As,20,860,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.039950
LtpzFu_sHfk,#trading #trader #quant #tradingstrategy #daytrading,20260302,https://www.youtube.com/watch?v=LtpzFu_sHfk,18,1266,AVAILABLE,canonical_selected,2,processed\transcripts_txt\LtpzFu_sHfk.en.txt,317,49,Selected longest manual English transcript.,2026-05-21T15:57:14.039953
Ma6OM8CDylg,B-ALL-IN #ballin #motivation #balling #trading #tradingmotivation,20260104,https://www.youtube.com/watch?v=Ma6OM8CDylg,11,1450,AVAILABLE,transcript_unusable,2,NONE,0,0,All 2 candidates were under 100 characters.,2026-05-21T15:57:14.040042
mBUw8ViXQ2A,For how long have you been #trading for? #trader #finance #money,20260110,https://www.youtube.com/watch?v=mBUw8ViXQ2A,9,1305,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.040118
mcCbaglNCtI,There is many ways to make a lot of money #trader #lawyer #career #careerpath #money,20260515,https://www.youtube.com/watch?v=mcCbaglNCtI,14,1001,AVAILABLE,canonical_selected,2,processed\transcripts_txt\mcCbaglNCtI.en.txt,207,35,Selected longest manual English transcript.,2026-05-21T15:57:14.040120
mDBtiztq9gg,Which one are you? #trading #trader #daytrading #stocktrading,20260128,https://www.youtube.com/watch?v=mDBtiztq9gg,14,751,AVAILABLE,canonical_selected,2,processed\transcripts_txt\mDBtiztq9gg.en.txt,287,51,Selected longest manual English transcript.,2026-05-21T15:57:14.040203
Mhd0gy_HWxI,The book is what I wish I had before stepping on the trading floor for the first time. #trading,20251219,https://www.youtube.com/watch?v=Mhd0gy_HWxI,19,1206,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Mhd0gy_HWxI.en.txt,296,51,Selected longest manual English transcript.,2026-05-21T15:57:14.040288
mJwjh_chGA4,#trading #trader #stocktrading #forex #daytrading,20260123,https://www.youtube.com/watch?v=mJwjh_chGA4,7,937,AVAILABLE,canonical_selected,2,processed\transcripts_txt\mJwjh_chGA4.en.txt,136,23,Selected longest manual English transcript.,2026-05-21T15:57:14.040376
MN1Hz4IcXxE,If you don’t start browsing around my page #trading #trader #daytrading,20251222,https://www.youtube.com/watch?v=MN1Hz4IcXxE,10,588,AVAILABLE,transcript_unusable,1,NONE,0,0,All 1 candidates were under 100 characters.,2026-05-21T15:57:14.040475
mpl8Y155KeE,Auto trading is enabled now what we have left is waiting for the market to open on Monday #trading,20260124,https://www.youtube.com/watch?v=mpl8Y155KeE,28,544,AVAILABLE,canonical_selected,2,processed\transcripts_txt\mpl8Y155KeE.en.txt,529,98,Selected longest manual English transcript.,2026-05-21T15:57:14.040517
MPTLH7qgqH0,#trading #trader #daytrading #finance #money #tradingquotes,20260506,https://www.youtube.com/watch?v=MPTLH7qgqH0,9,1708,AVAILABLE,canonical_selected,2,processed\transcripts_txt\MPTLH7qgqH0.en.txt,180,32,Selected longest manual English transcript.,2026-05-21T15:57:14.040609
mSk6tQ6p-Xg,Learn how to develop your own trading strategies #trading #trader #daytrading #daytrader,20260517,https://www.youtube.com/watch?v=mSk6tQ6p-Xg,14,2147,AVAILABLE,canonical_selected,2,processed\transcripts_txt\mSk6tQ6p-Xg.en.txt,250,41,Selected longest manual English transcript.,2026-05-21T15:57:14.040696
n-gBw4DshXs,Free trading research commenting EDGE on this reel on Instagram #trading #trader #tradingstrategy,20260518,https://www.youtube.com/watch?v=n-gBw4DshXs,31,1002,AVAILABLE,canonical_selected,2,processed\transcripts_txt\n-gBw4DshXs.en.txt,473,81,Selected longest manual English transcript.,2026-05-21T15:57:14.040782
n6z4X34uJ2w,You can’t expect to have the results of the 1% doing what the 99% does.#trading #forex  #stockmarket,20260113,https://www.youtube.com/watch?v=n6z4X34uJ2w,30,1101,AVAILABLE,canonical_selected,2,processed\transcripts_txt\n6z4X34uJ2w.en.txt,418,72,Selected longest manual English transcript.,2026-05-21T15:57:14.040896
n8hcRpBPNxg,If you get anything out of this video follow and have a look around #trading #trader #daytrading,20251231,https://www.youtube.com/watch?v=n8hcRpBPNxg,29,266,AVAILABLE,canonical_selected,2,processed\transcripts_txt\n8hcRpBPNxg.en.txt,444,82,Selected longest manual English transcript.,2026-05-21T15:57:14.040989
nc54PhWhZJE,How to run an interpret a Montecarlo analysis on Multicharts #trading #trader #algotrading #stocks,20260115,https://www.youtube.com/watch?v=nc54PhWhZJE,67,780,AVAILABLE,canonical_selected,2,processed\transcripts_txt\nc54PhWhZJE.en.txt,1194,206,Selected longest manual English transcript.,2026-05-21T15:57:14.041079
NjMSVY3tTEE,You can #backtest anything you want to and that’s why you should #trading #daytrading #treader,20251217,https://www.youtube.com/watch?v=NjMSVY3tTEE,40,1516,AVAILABLE,canonical_selected,2,processed\transcripts_txt\NjMSVY3tTEE.en.txt,749,141,Selected longest manual English transcript.,2026-05-21T15:57:14.041176
nUviJcgm25o,How to stop emotional trading #trading #trader #daytrading #stockmarket,20251211,https://www.youtube.com/watch?v=nUviJcgm25o,19,2012,AVAILABLE,canonical_selected,2,processed\transcripts_txt\nUviJcgm25o.en.txt,355,60,Selected longest manual English transcript.,2026-05-21T15:57:14.041267
nzTDI18LSQ8,How can you think to be a good trader if you don’t know this? #trading #trader #daytrading,20260512,https://www.youtube.com/watch?v=nzTDI18LSQ8,30,1274,AVAILABLE,canonical_selected,2,processed\transcripts_txt\nzTDI18LSQ8.en.txt,524,93,Selected longest manual English transcript.,2026-05-21T15:57:14.041372
o5hZO_rMhBw,It is all about the methodologies and approaches you apply #trader #trading,20260106,https://www.youtube.com/watch?v=o5hZO_rMhBw,11,1429,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.041462
oci2Xa1qZZc,You choose the prop firm and I’ll show you how to set it #trading #trader #algotrader #stockmarket,20260121,https://www.youtube.com/watch?v=oci2Xa1qZZc,35,775,AVAILABLE,canonical_selected,2,processed\transcripts_txt\oci2Xa1qZZc.en.txt,715,131,Selected longest manual English transcript.,2026-05-21T15:57:14.041464
od-RMjpRHLQ,That’s truly invaluable. #trading #trader #algotrading #institutionaltrading #finance,20260509,https://www.youtube.com/watch?v=od-RMjpRHLQ,27,1376,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.041560
OeBAhsR7K4A,How to connect your propfirm account to Multicharts #trader #trading #daytrading #stockmarket,20260122,https://www.youtube.com/watch?v=OeBAhsR7K4A,43,1625,AVAILABLE,canonical_selected,2,processed\transcripts_txt\OeBAhsR7K4A.en.txt,813,151,Selected longest manual English transcript.,2026-05-21T15:57:14.041562
OesU35AbfNg,Learn how to backtest properly and automate your trades #trading #trader,20251227,https://www.youtube.com/watch?v=OesU35AbfNg,11,477,AVAILABLE,transcript_unusable,1,NONE,0,0,All 1 candidates were under 100 characters.,2026-05-21T15:57:14.041658
opsJ_imk4XQ,How going from chart drawing to analyzing the data feels #trading #trading,20251214,https://www.youtube.com/watch?v=opsJ_imk4XQ,10,692,AVAILABLE,canonical_selected,2,processed\transcripts_txt\opsJ_imk4XQ.en.txt,175,32,Selected longest manual English transcript.,2026-05-21T15:57:14.041703
OPylb_Jr-J8,How to use indicators for trading (institutional trader edition) #trading #trader #tradingstrategy,20260108,https://www.youtube.com/watch?v=OPylb_Jr-J8,35,1142,AVAILABLE,canonical_selected,2,processed\transcripts_txt\OPylb_Jr-J8.en.txt,659,116,Selected longest manual English transcript.,2026-05-21T15:57:14.041792
p-dyepJX69w,backtest a simplified version of your strategy to test the ground for actual profitability #trading,20251216,https://www.youtube.com/watch?v=p-dyepJX69w,6,593,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.041907
P6PErii1Cio,Always know what your algorithmic strategies are doing #trading #tradingstrategy #algotrading,20251212,https://www.youtube.com/watch?v=P6PErii1Cio,7,1649,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.041910
pcTMOg9osZ8,Do you understand how ridiculous is trading manually something like this?#trading #trader,20260126,https://www.youtube.com/watch?v=pcTMOg9osZ8,63,826,AVAILABLE,canonical_selected,2,processed\transcripts_txt\pcTMOg9osZ8.en.txt,1125,210,Selected longest manual English transcript.,2026-05-21T15:57:14.041911
pi32TlknVb0,Before he was “backtesting” scrolling the chart #trading #trader #daytrading #stockmarket #money,20260131,https://www.youtube.com/watch?v=pi32TlknVb0,8,268,AVAILABLE,transcript_unusable,2,NONE,0,0,All 2 candidates were under 100 characters.,2026-05-21T15:57:14.042016
PoflsTkXrQ0,Leverage AI to trade like an institutional trader #trading #trader #daytrading #finance #ai,20260514,https://www.youtube.com/watch?v=PoflsTkXrQ0,18,1564,AVAILABLE,canonical_selected,2,processed\transcripts_txt\PoflsTkXrQ0.en.txt,320,56,Selected longest manual English transcript.,2026-05-21T15:57:14.042088
PWtkI_0Ad34,Where to find your edge as a retail trader #trading #trader #tradingstrategy #daytrading,20251222,https://www.youtube.com/watch?v=PWtkI_0Ad34,11,285,AVAILABLE,canonical_selected,2,processed\transcripts_txt\PWtkI_0Ad34.en.txt,174,31,Selected longest manual English transcript.,2026-05-21T15:57:14.042181
Q1NzUmrRCfc,Link in bio #trading #trader #daytrading,20251227,https://www.youtube.com/watch?v=Q1NzUmrRCfc,25,336,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.042267
Q3O5eZLHVeA,Comlexity is overrated (as a beginner) #trading #trader #tradingstrategy #daytrading,20260517,https://www.youtube.com/watch?v=Q3O5eZLHVeA,14,235,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Q3O5eZLHVeA.en.txt,246,38,Selected longest manual English transcript.,2026-05-21T15:57:14.042270
q49Gshep5PQ,Reminder a 200% implied volatility can point to the downside too 📉#silver #trading #trader #gold,20260131,https://www.youtube.com/watch?v=q49Gshep5PQ,7,1912,AVAILABLE,transcript_unusable,2,NONE,0,0,All 2 candidates were under 100 characters.,2026-05-21T15:57:14.042355
QcVFfN0XcXY,AlexG exposed #trading #trader #daytrading #forextrading,20260512,https://www.youtube.com/watch?v=QcVFfN0XcXY,27,2282,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.042425
qD_gaSlr9hI,"For the 2 people watching this on YT, I appreciate you and let me know if it is helpful #trading",20260114,https://www.youtube.com/watch?v=qD_gaSlr9hI,77,715,AVAILABLE,canonical_selected,2,processed\transcripts_txt\qD_gaSlr9hI.en.txt,1328,245,Selected longest manual English transcript.,2026-05-21T15:57:14.042427
qwll2wgX1Aw,"Most likely, but…#trading #ai #artificialintelligence #finance #investing",20260212,https://www.youtube.com/watch?v=qwll2wgX1Aw,18,758,AVAILABLE,canonical_selected,2,processed\transcripts_txt\qwll2wgX1Aw.en.txt,342,59,Selected longest manual English transcript.,2026-05-21T15:57:14.042535
rDX58U_Y3Cw,Gone in 3 weeks. #trading #trader #finance #daytrading #tradingeducation,20260108,https://www.youtube.com/watch?v=rDX58U_Y3Cw,10,1282,AVAILABLE,transcript_unusable,2,NONE,0,0,All 2 candidates were under 100 characters.,2026-05-21T15:57:14.042623
rhnGYUyWqxE,Build and trust your knowledge #trading #trader #warrenbuffett #finance #quotes,20251222,https://www.youtube.com/watch?v=rhnGYUyWqxE,15,1352,AVAILABLE,canonical_selected,2,processed\transcripts_txt\rhnGYUyWqxE.en.txt,268,53,Selected longest manual English transcript.,2026-05-21T15:57:14.042696
rjRW_uwBT3E,"Being passive is your choice, fugg or get fugged #trading #trader #daytrading #stockmarket #ict",20260212,https://www.youtube.com/watch?v=rjRW_uwBT3E,16,1171,AVAILABLE,canonical_selected,2,processed\transcripts_txt\rjRW_uwBT3E.en.txt,286,48,Selected longest manual English transcript.,2026-05-21T15:57:14.042782
rNC90QEgp-Q,The Trading Strategy That Made HUNDREDS of MILLIONS (And Why It's SIMPLE),20260517,https://www.youtube.com/watch?v=rNC90QEgp-Q,547,10904,AVAILABLE,canonical_selected,2,processed\transcripts_txt\rNC90QEgp-Q.en.txt,6373,1143,Selected longest manual English transcript.,2026-05-21T15:57:14.042893
RnYIlda-V8I,"Day 2, we don’t trade on charts we trade on data, so important selecting the right one #trading",20260102,https://www.youtube.com/watch?v=RnYIlda-V8I,36,462,AVAILABLE,canonical_selected,2,processed\transcripts_txt\RnYIlda-V8I.en.txt,715,131,Selected longest manual English transcript.,2026-05-21T15:57:14.043075
Rv-Gee1-jMY,That’s a very good reason why you should learn how to automate your #trading #trader #trading,20260104,https://www.youtube.com/watch?v=Rv-Gee1-jMY,35,371,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Rv-Gee1-jMY.en.txt,631,113,Selected longest manual English transcript.,2026-05-21T15:57:14.043179
rwWEW-JUDAs,One in particular was introduced for the first time in 1968 and still valid today #trading #trader,20260519,https://www.youtube.com/watch?v=rwWEW-JUDAs,11,2315,AVAILABLE,canonical_selected,2,processed\transcripts_txt\rwWEW-JUDAs.en.txt,137,24,Selected longest manual English transcript.,2026-05-21T15:57:14.043273
s2mzq6eOjeY,Best performing large hedge funds for 2025 #trading #trader #finance #hedgefund #stockmarkets,20260103,https://www.youtube.com/watch?v=s2mzq6eOjeY,26,1288,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.043360
sfS_hUjxuAQ,#trading #trader #daytrading #finance #tradingstrategy,20260503,https://www.youtube.com/watch?v=sfS_hUjxuAQ,20,1174,AVAILABLE,canonical_selected,2,processed\transcripts_txt\sfS_hUjxuAQ.en.txt,398,67,Selected longest manual English transcript.,2026-05-21T15:57:14.043363
sh1tWvU-hew,Just filming to deduct the dinner as business expense #trading #trader #daytrading #tax,20251229,https://www.youtube.com/watch?v=sh1tWvU-hew,7,603,AVAILABLE,transcript_unusable,1,NONE,0,0,All 1 candidates were under 100 characters.,2026-05-21T15:57:14.043451
Skov-_YZhWo,Master this to get into the top 0.1% of traders #trading #trader #daytrading #finance #swingtrading,20260507,https://www.youtube.com/watch?v=Skov-_YZhWo,24,1589,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Skov-_YZhWo.en.txt,421,69,Selected longest manual English transcript.,2026-05-21T15:57:14.043494
skrIIo2CUdQ,The only way to win big on prediction markets #trading #business #businessideas,20260501,https://www.youtube.com/watch?v=skrIIo2CUdQ,20,1720,AVAILABLE,canonical_selected,2,processed\transcripts_txt\skrIIo2CUdQ.en.txt,356,60,Selected longest manual English transcript.,2026-05-21T15:57:14.043587
SOroAUKgqIY,Mind the exit logic of your #tradingstrategy #trader #trading,20260109,https://www.youtube.com/watch?v=SOroAUKgqIY,54,926,AVAILABLE,canonical_selected,2,processed\transcripts_txt\SOroAUKgqIY.en.txt,941,179,Selected longest manual English transcript.,2026-05-21T15:57:14.043672
SPqztAsaBw4,FYI #trading #trader #ict #orderflow,20260210,https://www.youtube.com/watch?v=SPqztAsaBw4,22,685,AVAILABLE,canonical_selected,2,processed\transcripts_txt\SPqztAsaBw4.en.txt,384,67,Selected longest manual English transcript.,2026-05-21T15:57:14.043766
sR-wShuMRh0,#trading #trader #daytrading #daytrader #tradingstrategy,20260127,https://www.youtube.com/watch?v=sR-wShuMRh0,55,641,AVAILABLE,canonical_selected,2,processed\transcripts_txt\sR-wShuMRh0.en.txt,1020,183,Selected longest manual English transcript.,2026-05-21T15:57:14.043884
SxsP9U-wiWg,The best trading tool is not trading view #trading #trader #finance #institutionaltrading,20260507,https://www.youtube.com/watch?v=SxsP9U-wiWg,35,1367,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.043984
Syxvgoh_YEY,98% of institutionalized trading is automated. You have the chance to catch up today. #trading,20251226,https://www.youtube.com/watch?v=Syxvgoh_YEY,14,401,AVAILABLE,canonical_selected,2,processed\transcripts_txt\Syxvgoh_YEY.en.txt,252,44,Selected longest manual English transcript.,2026-05-21T15:57:14.043987
t9lp01yf7WU,Tradertom exposed #trading #trader #daytrading,20260414,https://www.youtube.com/watch?v=t9lp01yf7WU,56,1384,AVAILABLE,canonical_selected,2,processed\transcripts_txt\t9lp01yf7WU.en.txt,1026,178,Selected longest manual English transcript.,2026-05-21T15:57:14.044076
TctlHEpiGIo,If you want a career as trader for an IB #financecareer #finance #trader #investmentbanking,20260111,https://www.youtube.com/watch?v=TctlHEpiGIo,29,372,AVAILABLE,canonical_selected,2,processed\transcripts_txt\TctlHEpiGIo.en.txt,537,93,Selected longest manual English transcript.,2026-05-21T15:57:14.044171
tE1rhW1Tr7k,Code and walkthrough in private video series this week #trading #trader #stockmarket #daytrading,20260119,https://www.youtube.com/watch?v=tE1rhW1Tr7k,65,466,AVAILABLE,canonical_selected,2,processed\transcripts_txt\tE1rhW1Tr7k.en.txt,1362,241,Selected longest manual English transcript.,2026-05-21T15:57:14.044263
tfvpuai4cAw,Leave in the comment what the entry condition should be #trading #trader  #tradingstrategy,20260104,https://www.youtube.com/watch?v=tfvpuai4cAw,34,1297,AVAILABLE,canonical_selected,2,processed\transcripts_txt\tfvpuai4cAw.en.txt,632,115,Selected longest manual English transcript.,2026-05-21T15:57:14.044360
tPBrYuUhf2c,"You have already done the work, all you do now is you just let the strategy #trading #trader",20260129,https://www.youtube.com/watch?v=tPBrYuUhf2c,40,1211,AVAILABLE,canonical_selected,2,processed\transcripts_txt\tPBrYuUhf2c.en.txt,775,139,Selected longest manual English transcript.,2026-05-21T15:57:14.044451
TWYGWd6lOu0,It is important that all your strategies include stop loss and take profit #trader #trading,20260110,https://www.youtube.com/watch?v=TWYGWd6lOu0,43,940,AVAILABLE,canonical_selected,2,processed\transcripts_txt\TWYGWd6lOu0.en.txt,810,145,Selected longest manual English transcript.,2026-05-21T15:57:14.044560
u3X13fHjQ-k,Quant trading is what chart drawing evolved into  #trading #trader #stockmarket #quant,20260504,https://www.youtube.com/watch?v=u3X13fHjQ-k,14,2254,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.044658
u7gUqsu7gsw,15th year in a row from uncle Mario. 😅 Merry Christmas to you all. #trading #treader #daytrading,20251225,https://www.youtube.com/watch?v=u7gUqsu7gsw,5,1375,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.044661
uBcDzz5Mgb0,Now you can make even more money with #trading why quitting #trader #daytrading #money #stockmarket,20260510,https://www.youtube.com/watch?v=uBcDzz5Mgb0,17,1039,MISSING,transcript_missing,0,NONE,0,0,No caption files found on disk.,2026-05-21T15:57:14.044662
